type;repertoire;nom;lien;id;qte;rel_url;taille
f;/sites/team/achats/industrial/Archives/4220020855 - EGTI - CTY_VAS_AT-2015_CALO/2 - Retour AO/d- EGTI 63/Offre Rév 1;"PHOTOS POUR DEPOSES .pdf";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020855%20-%20EGTI%20-%20CTY_VAS_AT-2015_CALO/2%20-%20Retour%20AO/d-%20EGTI%2063/Offre%20R%C3%A9v%201/PHOTOS%20POUR%20DEPOSES%20.pdf";1;80133280-82f8-4f27-91b2-f232226755eb;/sites/team/achats/industrial/Archives/4220020855%20-%20EGTI%20-%20CTY_VAS_AT-2015_CALO/2%20-%20Retour%20AO/d-%20EGTI%2063/Offre%20R%C3%A9v%201/PHOTOS%20POUR%20DEPOSES%20.pdf;7386271
d;/sites/team/achats/industrial/Archives/4220020855 - EGTI - CTY_VAS_AT-2015_CALO/2 - Retour AO/d- EGTI 63;"Offre Rév 3";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020855%20-%20EGTI%20-%20CTY_VAS_AT-2015_CALO/2%20-%20Retour%20AO/d-%20EGTI%2063/Offre%20R%E9v%203";2;a47fa75d-e66e-40a6-ac93-23ea8b416274;/sites/team/achats/industrial/Archives/4220020855%20-%20EGTI%20-%20CTY_VAS_AT-2015_CALO/2%20-%20Retour%20AO/d-%20EGTI%2063/Offre%20R%E9v%203
f;/sites/team/achats/industrial/Archives/4220020855 - EGTI - CTY_VAS_AT-2015_CALO/2 - Retour AO/d- EGTI 63/Offre Rév 3;"DECOMPOSITION DE PRIX b .xls";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020855%20-%20EGTI%20-%20CTY_VAS_AT-2015_CALO/2%20-%20Retour%20AO/d-%20EGTI%2063/Offre%20R%C3%A9v%203/DECOMPOSITION%20DE%20PRIX%20b%20.xls";1;5710533b-5016-4461-a474-8d7fa196eab3;/sites/team/achats/industrial/Archives/4220020855%20-%20EGTI%20-%20CTY_VAS_AT-2015_CALO/2%20-%20Retour%20AO/d-%20EGTI%2063/Offre%20R%C3%A9v%203/DECOMPOSITION%20DE%20PRIX%20b%20.xls;359936
f;/sites/team/achats/industrial/Archives/4220020855 - EGTI - CTY_VAS_AT-2015_CALO/2 - Retour AO/d- EGTI 63/Offre Rév 3;"D7912 SV.pdf";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020855%20-%20EGTI%20-%20CTY_VAS_AT-2015_CALO/2%20-%20Retour%20AO/d-%20EGTI%2063/Offre%20R%C3%A9v%203/D7912%20SV.pdf";1;235fa1ab-4ab9-4f11-9240-b3e0759adc38;/sites/team/achats/industrial/Archives/4220020855%20-%20EGTI%20-%20CTY_VAS_AT-2015_CALO/2%20-%20Retour%20AO/d-%20EGTI%2063/Offre%20R%C3%A9v%203/D7912%20SV.pdf;6968768
d;/sites/team/achats/industrial/Archives/4220020855 - EGTI - CTY_VAS_AT-2015_CALO/2 - Retour AO/d- EGTI 63;"Travaux supplémentaires";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020855%20-%20EGTI%20-%20CTY_VAS_AT-2015_CALO/2%20-%20Retour%20AO/d-%20EGTI%2063/Travaux%20suppl%E9mentaires";2;4136beda-360b-42ea-bfca-738ee27950d3;/sites/team/achats/industrial/Archives/4220020855%20-%20EGTI%20-%20CTY_VAS_AT-2015_CALO/2%20-%20Retour%20AO/d-%20EGTI%2063/Travaux%20suppl%E9mentaires
f;/sites/team/achats/industrial/Archives/4220020855 - EGTI - CTY_VAS_AT-2015_CALO/2 - Retour AO/d- EGTI 63/Travaux supplémentaires;"D8104 SV1.pdf";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020855%20-%20EGTI%20-%20CTY_VAS_AT-2015_CALO/2%20-%20Retour%20AO/d-%20EGTI%2063/Travaux%20suppl%C3%A9mentaires/D8104%20SV1.pdf";1;89cfc5eb-86c8-4e13-ac1d-74ba4c7a0317;/sites/team/achats/industrial/Archives/4220020855%20-%20EGTI%20-%20CTY_VAS_AT-2015_CALO/2%20-%20Retour%20AO/d-%20EGTI%2063/Travaux%20suppl%C3%A9mentaires/D8104%20SV1.pdf;778120
f;/sites/team/achats/industrial/Archives/4220020855 - EGTI - CTY_VAS_AT-2015_CALO/2 - Retour AO/d- EGTI 63/Travaux supplémentaires;"D8104 SV.pdf";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020855%20-%20EGTI%20-%20CTY_VAS_AT-2015_CALO/2%20-%20Retour%20AO/d-%20EGTI%2063/Travaux%20suppl%C3%A9mentaires/D8104%20SV.pdf";1;6cecd59c-44a3-4a70-941d-fefea14769de;/sites/team/achats/industrial/Archives/4220020855%20-%20EGTI%20-%20CTY_VAS_AT-2015_CALO/2%20-%20Retour%20AO/d-%20EGTI%2063/Travaux%20suppl%C3%A9mentaires/D8104%20SV.pdf;1929886
d;/sites/team/achats/industrial/Archives/4220020855 - EGTI - CTY_VAS_AT-2015_CALO/2 - Retour AO/d- EGTI 63;"Offre Rév 2";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020855%20-%20EGTI%20-%20CTY_VAS_AT-2015_CALO/2%20-%20Retour%20AO/d-%20EGTI%2063/Offre%20R%E9v%202";1;d5d1f9d7-679b-4ee4-94bd-95c1f4518f9e;/sites/team/achats/industrial/Archives/4220020855%20-%20EGTI%20-%20CTY_VAS_AT-2015_CALO/2%20-%20Retour%20AO/d-%20EGTI%2063/Offre%20R%E9v%202
f;/sites/team/achats/industrial/Archives/4220020855 - EGTI - CTY_VAS_AT-2015_CALO/2 - Retour AO/d- EGTI 63/Offre Rév 2;"D7912a SV.zip";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020855%20-%20EGTI%20-%20CTY_VAS_AT-2015_CALO/2%20-%20Retour%20AO/d-%20EGTI%2063/Offre%20R%C3%A9v%202/D7912a%20SV.zip";1;f7a63dcb-4b0b-4861-8599-9b182d0a32a5;/sites/team/achats/industrial/Archives/4220020855%20-%20EGTI%20-%20CTY_VAS_AT-2015_CALO/2%20-%20Retour%20AO/d-%20EGTI%2063/Offre%20R%C3%A9v%202/D7912a%20SV.zip;13762998
d;/sites/team/achats/industrial/Archives/4220020855 - EGTI - CTY_VAS_AT-2015_CALO/2 - Retour AO;"z- TCO";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020855%20-%20EGTI%20-%20CTY_VAS_AT-2015_CALO/2%20-%20Retour%20AO/z-%20TCO";0;b294f460-88dc-498e-a85c-cc1f637db317;/sites/team/achats/industrial/Archives/4220020855%20-%20EGTI%20-%20CTY_VAS_AT-2015_CALO/2%20-%20Retour%20AO/z-%20TCO
d;/sites/team/achats/industrial/Archives/4220020855 - EGTI - CTY_VAS_AT-2015_CALO/2 - Retour AO;"b- Kaefer Wanner";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020855%20-%20EGTI%20-%20CTY_VAS_AT-2015_CALO/2%20-%20Retour%20AO/b-%20Kaefer%20Wanner";2;dbff1e57-39e4-4921-a039-cdd4ab381c4e;/sites/team/achats/industrial/Archives/4220020855%20-%20EGTI%20-%20CTY_VAS_AT-2015_CALO/2%20-%20Retour%20AO/b-%20Kaefer%20Wanner
d;/sites/team/achats/industrial/Archives/4220020855 - EGTI - CTY_VAS_AT-2015_CALO/2 - Retour AO/b- Kaefer Wanner;"Offre Rev 1";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020855%20-%20EGTI%20-%20CTY_VAS_AT-2015_CALO/2%20-%20Retour%20AO/b-%20Kaefer%20Wanner/Offre%20Rev%201";0;e6659d53-5616-4fab-843e-33787dfc4a43;/sites/team/achats/industrial/Archives/4220020855%20-%20EGTI%20-%20CTY_VAS_AT-2015_CALO/2%20-%20Retour%20AO/b-%20Kaefer%20Wanner/Offre%20Rev%201
d;/sites/team/achats/industrial/Archives/4220020855 - EGTI - CTY_VAS_AT-2015_CALO/2 - Retour AO/b- Kaefer Wanner;"Offre Rev 0";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020855%20-%20EGTI%20-%20CTY_VAS_AT-2015_CALO/2%20-%20Retour%20AO/b-%20Kaefer%20Wanner/Offre%20Rev%200";1;4726e5b4-d6c4-4b47-86c3-77547b62e459;/sites/team/achats/industrial/Archives/4220020855%20-%20EGTI%20-%20CTY_VAS_AT-2015_CALO/2%20-%20Retour%20AO/b-%20Kaefer%20Wanner/Offre%20Rev%200
f;/sites/team/achats/industrial/Archives/4220020855 - EGTI - CTY_VAS_AT-2015_CALO/2 - Retour AO/b- Kaefer Wanner/Offre Rev 0;"cy 15-024.pdf";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020855%20-%20EGTI%20-%20CTY_VAS_AT-2015_CALO/2%20-%20Retour%20AO/b-%20Kaefer%20Wanner/Offre%20Rev%200/cy%2015-024.pdf";1;f818fbf4-b69e-46e6-aaf3-dab7a3d39cad;/sites/team/achats/industrial/Archives/4220020855%20-%20EGTI%20-%20CTY_VAS_AT-2015_CALO/2%20-%20Retour%20AO/b-%20Kaefer%20Wanner/Offre%20Rev%200/cy%2015-024.pdf;322639
d;/sites/team/achats/industrial/Archives/4220020855 - EGTI - CTY_VAS_AT-2015_CALO/2 - Retour AO;"a- Préconsultation";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020855%20-%20EGTI%20-%20CTY_VAS_AT-2015_CALO/2%20-%20Retour%20AO/a-%20Pr%E9consultation";0;8edf537c-fb87-453d-b462-d07f1055df37;/sites/team/achats/industrial/Archives/4220020855%20-%20EGTI%20-%20CTY_VAS_AT-2015_CALO/2%20-%20Retour%20AO/a-%20Pr%E9consultation
d;/sites/team/achats/industrial/Archives;"4220021443 - SANINORD - nettoyage bac R70600 atelier H2SO4";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220021443%20-%20SANINORD%20-%20nettoyage%20bac%20R70600%20atelier%20H2SO4";4;df17bbfb-0e48-49b4-944f-06bd838b69f4;/sites/team/achats/industrial/Archives/4220021443%20-%20SANINORD%20-%20nettoyage%20bac%20R70600%20atelier%20H2SO4
f;/sites/team/achats/industrial/Archives/4220021443 - SANINORD - nettoyage bac R70600 atelier H2SO4;"Commande 4220021443 Nettoyage bac R70600  atelier H2SO4.msg";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220021443%20-%20SANINORD%20-%20nettoyage%20bac%20R70600%20atelier%20H2SO4/Commande%204220021443%20Nettoyage%20bac%20R70600%20%20atelier%20H2SO4.msg";1;ffa7e638-8be9-4e7f-90d7-7ed4bda75df5;/sites/team/achats/industrial/Archives/4220021443%20-%20SANINORD%20-%20nettoyage%20bac%20R70600%20atelier%20H2SO4/Commande%204220021443%20Nettoyage%20bac%20R70600%20%20atelier%20H2SO4.msg;191488
f;/sites/team/achats/industrial/Archives/4220021443 - SANINORD - nettoyage bac R70600 atelier H2SO4;"DA nettoyage bac R70600.msg";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220021443%20-%20SANINORD%20-%20nettoyage%20bac%20R70600%20atelier%20H2SO4/DA%20nettoyage%20bac%20R70600.msg";1;f9faf7f1-7d6e-4e46-afd2-a549a5a3277a;/sites/team/achats/industrial/Archives/4220021443%20-%20SANINORD%20-%20nettoyage%20bac%20R70600%20atelier%20H2SO4/DA%20nettoyage%20bac%20R70600.msg;1069568
d;/sites/team/achats/industrial/Archives/4220021443 - SANINORD - nettoyage bac R70600 atelier H2SO4;"adf";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220021443%20-%20SANINORD%20-%20nettoyage%20bac%20R70600%20atelier%20H2SO4/adf";1;788861df-9066-4463-8f65-771ca29d839f;/sites/team/achats/industrial/Archives/4220021443%20-%20SANINORD%20-%20nettoyage%20bac%20R70600%20atelier%20H2SO4/adf
f;/sites/team/achats/industrial/Archives/4220021443 - SANINORD - nettoyage bac R70600 atelier H2SO4/adf;"DEVIS 15RA242V2 bac sulfurique  adisseo.pdf";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220021443%20-%20SANINORD%20-%20nettoyage%20bac%20R70600%20atelier%20H2SO4/adf/DEVIS%2015RA242V2%20bac%20sulfurique%20%20adisseo.pdf";1;424503a7-d9ad-4f14-920b-d395b3c03988;/sites/team/achats/industrial/Archives/4220021443%20-%20SANINORD%20-%20nettoyage%20bac%20R70600%20atelier%20H2SO4/adf/DEVIS%2015RA242V2%20bac%20sulfurique%20%20adisseo.pdf;156972
d;/sites/team/achats/industrial/Archives/4220021443 - SANINORD - nettoyage bac R70600 atelier H2SO4;"saninord";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220021443%20-%20SANINORD%20-%20nettoyage%20bac%20R70600%20atelier%20H2SO4/saninord";1;709c8768-6931-4e0d-8252-f32294792168;/sites/team/achats/industrial/Archives/4220021443%20-%20SANINORD%20-%20nettoyage%20bac%20R70600%20atelier%20H2SO4/saninord
f;/sites/team/achats/industrial/Archives/4220021443 - SANINORD - nettoyage bac R70600 atelier H2SO4/saninord;"Adisseo Bac 706_201509021406.pdf";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220021443%20-%20SANINORD%20-%20nettoyage%20bac%20R70600%20atelier%20H2SO4/saninord/Adisseo%20Bac%20706_201509021406.pdf";1;592e5a89-edaa-41be-ad54-719eca1f16c9;/sites/team/achats/industrial/Archives/4220021443%20-%20SANINORD%20-%20nettoyage%20bac%20R70600%20atelier%20H2SO4/saninord/Adisseo%20Bac%20706_201509021406.pdf;818035
d;/sites/team/achats/industrial/Archives;"4220020031 - GUION - Bac R71200 H2SO4 70 100M3 Lot charpente";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020031%20-%20GUION%20-%20Bac%20R71200%20H2SO4%2070%20100M3%20Lot%20charpente";7;afcd69e8-7b0a-4967-8c47-070245e2f64f;/sites/team/achats/industrial/Archives/4220020031%20-%20GUION%20-%20Bac%20R71200%20H2SO4%2070%20100M3%20Lot%20charpente
f;/sites/team/achats/industrial/Archives/4220020031 - GUION - Bac R71200 H2SO4 70 100M3 Lot charpente;"AO.7z";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020031%20-%20GUION%20-%20Bac%20R71200%20H2SO4%2070%20100M3%20Lot%20charpente/AO.7z";1;c69d0f12-5984-4782-bf89-771bfefb92a6;/sites/team/achats/industrial/Archives/4220020031%20-%20GUION%20-%20Bac%20R71200%20H2SO4%2070%20100M3%20Lot%20charpente/AO.7z;7435342
f;/sites/team/achats/industrial/Archives/4220020031 - GUION - Bac R71200 H2SO4 70 100M3 Lot charpente;"RE  Appel d'offres Bac R71200 H2SO4 70 100M3 Lot charpente.msg";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020031%20-%20GUION%20-%20Bac%20R71200%20H2SO4%2070%20100M3%20Lot%20charpente/RE%20%20Appel%20d%27offres%20Bac%20R71200%20H2SO4%2070%20100M3%20Lot%20charpente.msg";1;19b4309f-5c0f-4554-ba27-a8def424fc18;/sites/team/achats/industrial/Archives/4220020031%20-%20GUION%20-%20Bac%20R71200%20H2SO4%2070%20100M3%20Lot%20charpente/RE%20%20Appel%20d%27offres%20Bac%20R71200%20H2SO4%2070%20100M3%20Lot%20charpente.msg;57344
f;/sites/team/achats/industrial/Archives/4220020031 - GUION - Bac R71200 H2SO4 70 100M3 Lot charpente;"COMPARATIF HSE .xls";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020031%20-%20GUION%20-%20Bac%20R71200%20H2SO4%2070%20100M3%20Lot%20charpente/COMPARATIF%20HSE%20.xls";1;cb50b1e3-1f11-4f05-b6b8-b49764608dd6;/sites/team/achats/industrial/Archives/4220020031%20-%20GUION%20-%20Bac%20R71200%20H2SO4%2070%20100M3%20Lot%20charpente/COMPARATIF%20HSE%20.xls;53760
d;/sites/team/achats/industrial/Archives/4220020031 - GUION - Bac R71200 H2SO4 70 100M3 Lot charpente;"SERMECA";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020031%20-%20GUION%20-%20Bac%20R71200%20H2SO4%2070%20100M3%20Lot%20charpente/SERMECA";1;aa7fd7be-2e29-4d55-a9e5-2db5ab5920a6;/sites/team/achats/industrial/Archives/4220020031%20-%20GUION%20-%20Bac%20R71200%20H2SO4%2070%20100M3%20Lot%20charpente/SERMECA
f;/sites/team/achats/industrial/Archives/4220020031 - GUION - Bac R71200 H2SO4 70 100M3 Lot charpente/SERMECA;"Projet MACARON Support Cuve Stock Acide.msg";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020031%20-%20GUION%20-%20Bac%20R71200%20H2SO4%2070%20100M3%20Lot%20charpente/SERMECA/Projet%20MACARON%20Support%20Cuve%20Stock%20Acide.msg";1;2936d734-6cf6-4ee4-a49e-94738d05d6c6;/sites/team/achats/industrial/Archives/4220020031%20-%20GUION%20-%20Bac%20R71200%20H2SO4%2070%20100M3%20Lot%20charpente/SERMECA/Projet%20MACARON%20Support%20Cuve%20Stock%20Acide.msg;1780224
d;/sites/team/achats/industrial/Archives/4220020031 - GUION - Bac R71200 H2SO4 70 100M3 Lot charpente;"AO";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020031%20-%20GUION%20-%20Bac%20R71200%20H2SO4%2070%20100M3%20Lot%20charpente/AO";5;4fd40c07-cabc-4cd7-872b-3d5c8fb0c6fd;/sites/team/achats/industrial/Archives/4220020031%20-%20GUION%20-%20Bac%20R71200%20H2SO4%2070%20100M3%20Lot%20charpente/AO
f;/sites/team/achats/industrial/Archives/4220020031 - GUION - Bac R71200 H2SO4 70 100M3 Lot charpente/AO;"Lettre AO SG.doc";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020031%20-%20GUION%20-%20Bac%20R71200%20H2SO4%2070%20100M3%20Lot%20charpente/AO/Lettre%20AO%20SG.doc";1;c4dc39fd-a8d2-43cb-ad91-270d9967c56b;/sites/team/achats/industrial/Archives/4220020031%20-%20GUION%20-%20Bac%20R71200%20H2SO4%2070%20100M3%20Lot%20charpente/AO/Lettre%20AO%20SG.doc;5498880
f;/sites/team/achats/industrial/Archives/4220020031 - GUION - Bac R71200 H2SO4 70 100M3 Lot charpente/AO;"Impl escalier.pdf";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020031%20-%20GUION%20-%20Bac%20R71200%20H2SO4%2070%20100M3%20Lot%20charpente/AO/Impl%20escalier.pdf";1;5f322b4b-1541-4f14-92aa-476ca4a5aa60;/sites/team/achats/industrial/Archives/4220020031%20-%20GUION%20-%20Bac%20R71200%20H2SO4%2070%20100M3%20Lot%20charpente/AO/Impl%20escalier.pdf;28490
f;/sites/team/achats/industrial/Archives/4220020031 - GUION - Bac R71200 H2SO4 70 100M3 Lot charpente/AO;"Planimétrie.pdf";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020031%20-%20GUION%20-%20Bac%20R71200%20H2SO4%2070%20100M3%20Lot%20charpente/AO/Planim%C3%A9trie.pdf";1;43d53986-0353-4691-b72a-8cb888314cbc;/sites/team/achats/industrial/Archives/4220020031%20-%20GUION%20-%20Bac%20R71200%20H2SO4%2070%20100M3%20Lot%20charpente/AO/Planim%C3%A9trie.pdf;571593
f;/sites/team/achats/industrial/Archives/4220020031 - GUION - Bac R71200 H2SO4 70 100M3 Lot charpente/AO;"NdC charpente.pdf";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020031%20-%20GUION%20-%20Bac%20R71200%20H2SO4%2070%20100M3%20Lot%20charpente/AO/NdC%20charpente.pdf";1;c8a23fa2-a0b4-437a-bd55-ac17cc3a5c38;/sites/team/achats/industrial/Archives/4220020031%20-%20GUION%20-%20Bac%20R71200%20H2SO4%2070%20100M3%20Lot%20charpente/AO/NdC%20charpente.pdf;2622015
f;/sites/team/achats/industrial/Archives/4220020031 - GUION - Bac R71200 H2SO4 70 100M3 Lot charpente/AO;"CCP Charpente rev 0.doc";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020031%20-%20GUION%20-%20Bac%20R71200%20H2SO4%2070%20100M3%20Lot%20charpente/AO/CCP%20Charpente%20rev%200.doc";1;31efb0ee-5240-43e8-93df-bf908680ad36;/sites/team/achats/industrial/Archives/4220020031%20-%20GUION%20-%20Bac%20R71200%20H2SO4%2070%20100M3%20Lot%20charpente/AO/CCP%20Charpente%20rev%200.doc;260096
d;/sites/team/achats/industrial/Archives/4220020031 - GUION - Bac R71200 H2SO4 70 100M3 Lot charpente;"GUION 4220020031";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020031%20-%20GUION%20-%20Bac%20R71200%20H2SO4%2070%20100M3%20Lot%20charpente/GUION%204220020031";1;b64064fd-0d2a-417f-bf20-43e5078c5168;/sites/team/achats/industrial/Archives/4220020031%20-%20GUION%20-%20Bac%20R71200%20H2SO4%2070%20100M3%20Lot%20charpente/GUION%204220020031
f;/sites/team/achats/industrial/Archives/4220020031 - GUION - Bac R71200 H2SO4 70 100M3 Lot charpente/GUION 4220020031;"devis.msg";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020031%20-%20GUION%20-%20Bac%20R71200%20H2SO4%2070%20100M3%20Lot%20charpente/GUION%204220020031/devis.msg";1;9846d3e7-2279-4de9-b403-454f9533635c;/sites/team/achats/industrial/Archives/4220020031%20-%20GUION%20-%20Bac%20R71200%20H2SO4%2070%20100M3%20Lot%20charpente/GUION%204220020031/devis.msg;1338880
d;/sites/team/achats/industrial/Archives/4220020031 - GUION - Bac R71200 H2SO4 70 100M3 Lot charpente;"CIM";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020031%20-%20GUION%20-%20Bac%20R71200%20H2SO4%2070%20100M3%20Lot%20charpente/CIM";1;b0e44f9b-0355-46a6-9c7b-f88ddb5f93c0;/sites/team/achats/industrial/Archives/4220020031%20-%20GUION%20-%20Bac%20R71200%20H2SO4%2070%20100M3%20Lot%20charpente/CIM
f;/sites/team/achats/industrial/Archives/4220020031 - GUION - Bac R71200 H2SO4 70 100M3 Lot charpente/CIM;"RE  Appel d'offres Bac R71200 H2SO4 70 100M3 Lot charpente.msg";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020031%20-%20GUION%20-%20Bac%20R71200%20H2SO4%2070%20100M3%20Lot%20charpente/CIM/RE%20%20Appel%20d%27offres%20Bac%20R71200%20H2SO4%2070%20100M3%20Lot%20charpente.msg";1;aafb672b-590e-4038-8284-5c9415de4499;/sites/team/achats/industrial/Archives/4220020031%20-%20GUION%20-%20Bac%20R71200%20H2SO4%2070%20100M3%20Lot%20charpente/CIM/RE%20%20Appel%20d%27offres%20Bac%20R71200%20H2SO4%2070%20100M3%20Lot%20charpente.msg;614400
d;/sites/team/achats/industrial/Archives;"4210062399 - Pompe latex";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4210062399%20-%20Pompe%20latex";6;69b872db-2a0c-43c3-8934-0793ba8b3ffd;/sites/team/achats/industrial/Archives/4210062399%20-%20Pompe%20latex
f;/sites/team/achats/industrial/Archives/4210062399 - Pompe latex;"F T  POMPE PF-14015 pompe péristaltique 2015 v3.pdf";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4210062399%20-%20Pompe%20latex/F%20T%20%20POMPE%20PF-14015%20pompe%20p%C3%A9ristaltique%202015%20v3.pdf";1;02c83426-57f5-48b3-8da9-0e6b5f6b0810;/sites/team/achats/industrial/Archives/4210062399%20-%20Pompe%20latex/F%20T%20%20POMPE%20PF-14015%20pompe%20p%C3%A9ristaltique%202015%20v3.pdf;54212
f;/sites/team/achats/industrial/Archives/4210062399 - Pompe latex;"TR  Commande pompe péristaltique.msg";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4210062399%20-%20Pompe%20latex/TR%20%20Commande%20pompe%20p%C3%A9ristaltique.msg";1;6e9ef296-4b2a-42fe-938b-259878cbfdd4;/sites/team/achats/industrial/Archives/4210062399%20-%20Pompe%20latex/TR%20%20Commande%20pompe%20p%C3%A9ristaltique.msg;3740672
f;/sites/team/achats/industrial/Archives/4210062399 - Pompe latex;"Comparatif pompes.xls";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4210062399%20-%20Pompe%20latex/Comparatif%20pompes.xls";1;7ebdd3b5-11ca-4d24-860d-487af38c4e20;/sites/team/achats/industrial/Archives/4210062399%20-%20Pompe%20latex/Comparatif%20pompes.xls;34816
d;/sites/team/achats/industrial/Archives/4210062399 - Pompe latex;"Offre Mesa";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4210062399%20-%20Pompe%20latex/Offre%20Mesa";1;d50a78a5-e1a8-4ee4-afe8-14b4c136c847;/sites/team/achats/industrial/Archives/4210062399%20-%20Pompe%20latex/Offre%20Mesa
f;/sites/team/achats/industrial/Archives/4210062399 - Pompe latex/Offre Mesa;"RE Poste pompage latex.msg";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4210062399%20-%20Pompe%20latex/Offre%20Mesa/RE%20Poste%20pompage%20latex.msg";1;0e723efa-15be-48e0-9788-542be2e62185;/sites/team/achats/industrial/Archives/4210062399%20-%20Pompe%20latex/Offre%20Mesa/RE%20Poste%20pompage%20latex.msg;193024
d;/sites/team/achats/industrial/Archives/4210062399 - Pompe latex;"Offre Axflow";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4210062399%20-%20Pompe%20latex/Offre%20Axflow";5;84a3fb67-a7f3-4ace-8a6d-1f01cf052bd5;/sites/team/achats/industrial/Archives/4210062399%20-%20Pompe%20latex/Offre%20Axflow
f;/sites/team/achats/industrial/Archives/4210062399 - Pompe latex/Offre Axflow;"courbe RP25.pdf";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4210062399%20-%20Pompe%20latex/Offre%20Axflow/courbe%20RP25.pdf";1;b78832f7-6e02-4be7-948d-8fcb2b9aaae6;/sites/team/achats/industrial/Archives/4210062399%20-%20Pompe%20latex/Offre%20Axflow/courbe%20RP25.pdf;48070
f;/sites/team/achats/industrial/Archives/4210062399 - Pompe latex/Offre Axflow;"Pompe realAx série RP.pdf";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4210062399%20-%20Pompe%20latex/Offre%20Axflow/Pompe%20realAx%20s%C3%A9rie%20RP.pdf";1;25df960d-cc74-4ec4-9f5e-a339633fc121;/sites/team/achats/industrial/Archives/4210062399%20-%20Pompe%20latex/Offre%20Axflow/Pompe%20realAx%20s%C3%A9rie%20RP.pdf;570398
f;/sites/team/achats/industrial/Archives/4210062399 - Pompe latex/Offre Axflow;"Spec TechRE57087.pdf";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4210062399%20-%20Pompe%20latex/Offre%20Axflow/Spec%20TechRE57087.pdf";1;f7fd567f-126a-4aab-a63f-cee6a27ee998;/sites/team/achats/industrial/Archives/4210062399%20-%20Pompe%20latex/Offre%20Axflow/Spec%20TechRE57087.pdf;150245
f;/sites/team/achats/industrial/Archives/4210062399 - Pompe latex/Offre Axflow;"Offre commerciale57087.pdf";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4210062399%20-%20Pompe%20latex/Offre%20Axflow/Offre%20commerciale57087.pdf";1;475881f6-9c5b-417d-977f-d40473ebd54b;/sites/team/achats/industrial/Archives/4210062399%20-%20Pompe%20latex/Offre%20Axflow/Offre%20commerciale57087.pdf;938804
